CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,CreditBand,TenureGroup,BalanceSegment,CLV_Score,CLV_Segment,EngagementScore,Balance_Salary_Ratio,Cluster
639,Germany,Male,27,3,150795.81,1,0,1,85208.93,0,<30,Medium,Mid,High,101560.584,Premium,1,1.77,0
785,Spain,Female,61,4,129855.72,2,1,0,170214.82,1,60+,High,Mid,High,116792.306,Premium,0,0.76,3
363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1,<30,Low,Mid,High,104433.757,Premium,0,1.45,3
764,France,Female,24,7,0.0,2,1,0,186105.99,0,<30,High,Long,Zero,57231.797,Medium,0,0.0,2
676,France,Female,43,2,0.0,1,1,1,55119.53,0,30-45,Medium,New,Zero,16935.859,Low,1,0.0,1
718,Germany,Male,28,4,65643.3,1,1,0,28760.99,0,<30,Medium,Mid,Medium,42249.947,Medium,0,2.28,2
590,Spain,Female,34,6,0.0,2,1,0,171021.44,0,30-45,Medium,Mid,Zero,52506.432,Medium,0,0.0,2
584,France,Male,38,9,104584.16,1,1,0,176678.72,0,30-45,Medium,Long,Medium,107095.696,Premium,0,0.59,3
645,France,Male,41,7,0.0,1,0,1,28667.56,0,30-45,Medium,Long,Zero,10000.268,Low,1,0.0,1
772,Germany,Male,30,6,99785.28,2,0,0,197238.03,0,<30,High,Mid,Medium,110264.049,Premium,0,0.51,3
399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1,46-60,Low,New,High,106226.014,Premium,0,0.91,3
529,France,Male,22,5,0.0,1,1,0,151169.83,0,<30,Low,Mid,Zero,46350.94899999999,Medium,0,0.0,2
463,France,Male,35,2,101257.16,1,1,1,118113.64,0,30-45,Low,New,Medium,86462.67199999999,High,1,0.86,0
630,France,Female,40,7,0.0,2,1,1,34453.17,0,30-45,Medium,Long,Zero,11735.951,Low,2,0.0,1
780,France,Male,76,10,121313.88,1,0,1,64872.33,0,60+,High,Long,Medium,82118.639,High,1,1.87,0
584,Spain,Male,32,5,0.0,2,1,0,10956.82,0,30-45,Medium,Mid,Zero,4287.046,Low,0,0.0,2
752,Germany,Male,30,4,81523.38,1,1,1,36885.85,0,<30,High,Mid,Medium,52627.445,Medium,1,2.21,0
697,France,Female,47,6,128252.66,1,1,1,168053.4,0,46-60,Medium,Mid,High,115742.35,Premium,1,0.76,0
850,France,Female,32,7,0.0,2,0,0,155227.0,0,30-45,High,Long,Zero,47968.1,Medium,0,0.0,2
711,France,Male,51,7,0.0,3,1,0,38409.79,1,46-60,Medium,Long,Zero,12922.937,Low,0,0.0,2
452,France,Female,32,5,0.0,2,0,1,75279.39,0,30-45,Low,Mid,Zero,23583.817,Low,2,0.0,1
610,Spain,Male,42,6,0.0,2,1,0,158302.59,1,30-45,Medium,Mid,Zero,48690.777,Medium,0,0.0,2
694,France,Female,22,4,0.0,2,1,1,11525.72,0,<30,Medium,Mid,Zero,4257.716,Low,2,0.0,1
579,Spain,Male,33,6,0.0,1,1,0,94993.04,1,30-45,Low,Mid,Zero,29697.912,Low,0,0.0,2
745,Spain,Female,54,8,0.0,1,1,0,173912.29,1,46-60,High,Long,Zero,53773.687,Medium,0,0.0,2
572,France,Male,33,5,0.0,1,0,1,41139.05,0,30-45,Low,Mid,Zero,13341.715,Low,1,0.0,1
505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0,<30,Low,Mid,High,90776.765,High,2,2.51,0
706,France,Female,23,5,0.0,1,0,0,164128.41,1,<30,Medium,Mid,Zero,50238.523,Medium,0,0.0,2
693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1,30-45,Medium,Mid,Medium,77400.22899999999,High,2,2.65,0
725,Germany,Female,33,7,115182.84,2,1,1,177279.41,0,30-45,High,Long,Medium,112175.243,Premium,2,0.65,0
791,France,Male,37,2,163789.49,2,1,0,75832.53,0,30-45,High,New,High,105044.504,Premium,0,2.16,3
536,France,Male,46,1,65733.41,1,1,0,61094.53,0,46-60,Low,New,Medium,51395.064,Medium,0,1.08,3
699,Spain,Male,47,1,0.0,2,0,1,30117.44,0,46-60,Medium,New,Zero,9235.232,Low,2,0.0,1
500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0,46-60,Low,Long,High,119611.191,Premium,0,0.72,3
707,Spain,Female,53,6,109663.47,1,1,1,52110.45,0,46-60,Medium,Mid,Medium,71664.87,Medium,1,2.1,0
531,Germany,Female,42,6,88324.31,2,1,0,75248.75,0,30-45,Low,Mid,Medium,67936.78,Medium,0,1.17,3
557,France,Female,28,7,146445.24,2,1,0,184317.74,0,<30,Low,Long,High,129917.94199999998,Premium,0,0.79,3
659,France,Female,38,3,0.0,2,1,0,158553.1,0,30-45,Medium,Mid,Zero,48165.93,Medium,0,0.0,2
575,Spain,Female,31,6,0.0,2,1,1,95686.42,0,30-45,Low,Mid,Zero,29905.926,Low,2,0.0,1
775,Germany,Male,36,2,109949.05,2,0,1,71682.54,0,30-45,High,New,Medium,76879.287,High,2,1.53,0
772,Spain,Male,30,4,78653.05,1,1,0,1790.48,0,<30,High,Mid,Medium,40663.669,Low,0,43.93,2
587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1,46-60,Medium,Long,Medium,97554.71,High,0,0.77,3
667,Germany,Female,39,4,83765.35,2,1,0,118358.54,0,30-45,Medium,Mid,Medium,78190.237,High,0,0.71,3
771,France,Female,66,7,143773.07,1,1,1,130827.88,0,60+,High,Long,High,112534.899,Premium,1,1.1,0
523,Germany,Male,63,6,116227.27,1,1,1,119404.63,0,60+,Low,Mid,Medium,95135.024,High,1,0.97,0
662,Germany,Male,33,0,103471.52,1,1,1,162703.0,0,30-45,Medium,New,Medium,100546.66,Premium,1,0.64,0
717,France,Male,42,5,0.0,2,1,0,172665.21,0,30-45,Medium,Mid,Zero,52799.563,Medium,0,0.0,2
746,France,Male,24,3,137492.35,2,0,1,170142.09,0,<30,High,Mid,High,120388.802,Premium,2,0.81,0
569,France,Male,28,7,0.0,2,1,0,73977.23,0,<30,Low,Long,Zero,23593.169,Low,0,0.0,2
579,France,Male,36,9,129829.59,1,1,1,60906.12,0,30-45,Low,Long,High,84986.631,High,1,2.13,0
519,France,Female,21,1,146329.57,2,1,1,194867.27,0,<30,Low,New,High,131824.966,Premium,2,0.75,0
696,Germany,Male,30,4,114027.7,1,1,1,193716.56,0,<30,Medium,Mid,Medium,115928.818,Premium,1,0.59,0
693,Germany,Male,25,6,146580.69,1,0,1,14633.35,0,<30,Medium,Mid,High,78880.35,High,1,10.02,0
587,Germany,Female,38,0,132122.42,2,0,0,31730.32,0,30-45,Medium,New,High,75580.30600000001,High,0,4.16,3
626,France,Female,44,10,81553.93,1,1,0,20063.63,1,30-45,Medium,Long,Medium,48796.054,Medium,0,4.06,3
666,France,Female,66,7,0.0,2,1,1,99792.82,0,60+,Medium,Long,Zero,31337.846,Low,2,0.0,1
512,France,Male,24,6,0.0,2,1,0,37654.31,0,<30,Low,Mid,Zero,12496.293,Low,0,0.0,2
689,Spain,Female,28,3,0.0,2,1,1,192449.02,0,<30,Medium,Mid,Zero,58334.706,Medium,2,0.0,1
803,France,Female,26,4,0.0,2,1,1,181208.47,0,<30,High,Mid,Zero,55162.541,Medium,2,0.0,1
548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0,30-45,Low,Mid,High,135157.038,Premium,1,1.13,0
588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1,30-45,Medium,Long,High,101218.509,Premium,0,1.03,3
693,France,Male,68,4,97705.99,1,1,1,61569.07,0,60+,Medium,Mid,Medium,68123.716,Medium,1,1.59,0
499,Germany,Female,55,4,126817.65,2,1,0,123269.71,0,46-60,Low,Mid,High,101189.738,Premium,0,1.03,3
628,France,Female,46,1,46870.43,4,1,0,31272.14,1,46-60,Medium,New,Low,33016.857,Low,0,1.5,2
624,Spain,Male,46,3,0.0,2,1,1,62825.03,0,46-60,Medium,Mid,Zero,19447.509,Low,2,0.0,1
733,France,Male,42,9,120094.93,1,1,0,184056.45,0,30-45,High,Long,Medium,117064.4,Premium,0,0.65,3
628,France,Female,38,3,0.0,2,1,1,48924.73,0,30-45,Medium,Mid,Zero,15277.419,Low,2,0.0,1
633,France,Female,33,3,0.0,2,1,0,191111.02,0,30-45,Medium,Mid,Zero,57933.306,Medium,0,0.0,2
559,Germany,Female,36,1,104356.94,2,0,1,54184.06,0,30-45,Low,New,Medium,68633.688,Medium,2,1.93,0
704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1,<30,Medium,Mid,High,93816.569,High,0,2.28,3
744,Germany,Male,38,6,73023.17,2,1,0,78770.86,0,30-45,High,Mid,Medium,61342.84299999999,Medium,0,0.93,2
665,Spain,Female,40,1,173432.55,1,0,1,116766.79,0,30-45,Medium,New,High,121946.312,Premium,1,1.49,0
638,France,Female,42,7,165679.92,1,0,0,32916.29,0,30-45,Medium,Long,High,94114.847,High,0,5.03,3
837,Spain,Male,31,9,104678.62,1,0,1,50972.6,0,30-45,High,Long,Medium,69431.09,Medium,1,2.05,0
534,France,Female,55,8,116973.26,3,1,0,122066.5,1,46-60,Low,Long,Medium,96706.58,High,0,0.96,3
548,France,Female,36,3,0.0,1,1,0,65996.9,0,30-45,Low,Mid,Zero,20399.07,Low,0,0.0,2
837,Germany,Male,38,2,126732.85,1,1,1,79577.38,0,30-45,High,New,High,87639.639,High,1,1.59,0
658,France,Female,44,6,148481.09,1,1,0,130529.13,0,30-45,Medium,Mid,High,114599.284,Premium,0,1.14,3
554,France,Female,38,4,137654.05,2,1,1,172629.67,0,30-45,Low,Mid,High,121415.926,Premium,2,0.8,0
724,Germany,Male,30,7,115315.04,1,1,0,15216.53,0,<30,High,Long,Medium,63622.479,Medium,0,7.58,3
723,France,Male,42,2,99095.73,1,1,1,17512.53,0,30-45,High,New,Medium,55201.624,Medium,1,5.66,0
585,Germany,Female,39,7,165610.41,2,0,0,131852.01,0,30-45,Medium,Long,High,123760.808,Premium,0,1.26,3
474,France,Male,33,5,0.0,2,1,0,181945.52,1,30-45,Low,Mid,Zero,55583.656,Medium,0,0.0,2
562,Spain,Male,32,6,161628.66,1,1,0,91482.5,0,30-45,Low,Mid,High,109459.08,Premium,0,1.77,3
719,France,Male,32,9,146605.27,1,1,1,77119.45,0,30-45,Medium,Long,High,98238.47,Premium,1,1.9,0
635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1,30-45,Medium,Mid,Medium,86427.862,High,0,1.19,3
743,France,Male,42,7,77002.2,2,1,1,80428.42,0,30-45,High,Long,Medium,64029.626,Medium,2,0.96,1
681,Spain,Male,67,7,0.0,2,0,1,163714.92,0,60+,Medium,Long,Zero,50514.476,Medium,2,0.0,1
521,France,Female,39,6,0.0,2,0,1,27375.15,0,30-45,Low,Mid,Zero,9412.545,Low,2,0.0,1
741,Spain,Male,25,4,0.0,2,1,1,73873.65,0,<30,High,Mid,Zero,22962.095,Low,2,0.0,1
790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1,46-60,High,Long,High,134562.209,Premium,0,1.31,3
622,France,Male,35,8,0.0,2,1,1,131772.51,0,30-45,Medium,Long,Zero,41131.753,Medium,2,0.0,1
669,France,Male,45,7,149364.58,1,0,1,173454.07,0,30-45,Medium,Long,High,128118.511,Premium,1,0.86,0
583,France,Male,59,7,127450.14,1,0,1,67552.71,0,46-60,Medium,Long,High,85390.883,High,1,1.89,0
520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0,60+,Low,Mid,High,92568.759,High,1,4.67,0
579,Spain,Male,37,5,152212.88,2,0,0,120219.14,0,30-45,Low,Mid,High,113172.182,Premium,0,1.27,3
698,Spain,Female,39,9,161993.89,1,0,0,90212.38,0,30-45,Medium,Long,High,109860.659,Premium,0,1.8,3
548,Spain,Male,39,7,131468.44,1,1,0,164975.82,0,30-45,Low,Long,High,116626.966,Premium,0,0.8,3
672,Germany,Male,40,10,102980.44,1,1,0,1285.81,1,30-45,Medium,Long,Medium,53875.963,Medium,0,80.09,3
653,Germany,Male,31,9,143321.97,1,1,0,83679.46,0,30-45,Medium,Long,High,98564.823,Premium,0,1.71,3
734,Spain,Female,37,2,130404.92,1,0,0,34548.74,0,30-45,High,New,High,75967.082,High,0,3.77,3
794,France,Female,41,7,0.0,2,1,1,74275.08,0,30-45,High,Long,Zero,23682.524,Low,2,0.0,1
641,France,Male,30,2,87505.47,2,0,1,7278.57,0,<30,Medium,New,Medium,46336.306,Medium,2,12.02,1
824,France,Male,30,0,133634.02,1,1,1,162053.92,0,<30,High,New,High,115433.186,Premium,1,0.82,0
534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0,30-45,Low,Mid,High,136017.799,Premium,0,0.76,3
653,Spain,Male,55,2,70263.83,1,0,1,62347.71,0,46-60,Medium,New,Medium,54236.228,Medium,1,1.13,0
498,France,Male,34,5,0.0,2,1,1,91711.66,0,30-45,Low,Mid,Zero,28513.498,Low,2,0.0,1
683,France,Male,30,10,57657.49,1,0,0,79240.9,0,<30,Medium,Long,Medium,54601.015,Medium,0,0.73,2
618,Germany,Male,42,8,153572.31,2,1,1,76679.6,0,30-45,Medium,Long,High,101390.035,Premium,2,2.0,0
538,France,Male,37,1,134752.08,1,1,0,162511.55,0,30-45,Low,New,High,116329.505,Premium,0,0.83,3
643,Spain,Male,34,3,83132.09,1,1,1,21360.88,0,30-45,Medium,Mid,Medium,48574.309,Medium,1,3.89,0
428,France,Female,31,2,0.0,2,1,0,54487.43,0,30-45,Low,New,Zero,16746.229,Low,0,0.0,2
593,Germany,Female,32,9,134096.53,2,1,0,53931.05,1,30-45,Medium,Long,High,85027.58,High,0,2.49,3
718,France,Female,31,0,118100.59,2,1,0,103165.15,0,30-45,Medium,New,Medium,89999.84,High,0,1.14,3
811,Germany,Male,52,10,76915.4,1,0,0,146359.81,1,46-60,High,Long,Medium,84365.643,High,0,0.53,3
823,Spain,Female,46,3,81576.75,1,1,1,28370.95,1,46-60,High,Mid,Medium,49899.66,Medium,1,2.88,0
645,Spain,Male,49,2,0.0,2,0,0,10023.15,0,46-60,Medium,New,Zero,3406.945,Low,0,0.0,2
710,France,Male,33,10,118327.17,2,1,1,192928.82,0,30-45,Medium,Long,Medium,119042.231,Premium,2,0.61,0
591,Spain,Male,30,8,124857.69,2,0,0,50485.7,0,<30,Medium,Long,Medium,79174.555,High,0,2.47,3
748,Germany,Female,27,2,90971.85,1,1,1,131662.47,0,<30,High,New,Medium,85384.666,High,1,0.69,0
850,France,Female,37,7,153147.75,1,1,1,152235.3,0,30-45,High,Long,High,123644.465,Premium,1,1.01,0
542,France,Male,38,8,65942.26,1,1,1,68093.23,1,30-45,Low,Long,Medium,54999.099,Medium,1,0.97,0
809,France,Male,38,3,0.0,2,1,1,80061.31,0,30-45,High,Mid,Zero,24618.393,Low,2,0.0,1
675,France,Male,54,2,0.0,1,1,0,149583.67,1,46-60,Medium,New,Zero,45275.101,Medium,0,0.0,2
607,Spain,Female,27,5,100912.19,1,0,0,7631.27,0,<30,Medium,Mid,Medium,53745.476,Medium,0,13.22,3
850,France,Female,31,4,0.0,2,1,1,33082.81,0,30-45,High,Mid,Zero,10724.843,Low,2,0.0,1
789,France,Male,37,3,0.0,1,1,0,121883.87,1,30-45,High,Mid,Zero,37165.161,Low,0,0.0,2
598,France,Female,43,5,0.0,3,1,1,100722.72,1,30-45,Medium,Mid,Zero,31216.816,Low,3,0.0,1
756,Germany,Male,41,2,124439.49,2,0,1,47093.11,0,30-45,High,New,Medium,76747.678,High,2,2.64,0
687,France,Female,47,7,0.0,2,1,1,177624.01,0,46-60,Medium,Long,Zero,54687.203,Medium,2,0.0,1
724,France,Male,40,6,0.0,2,0,0,106149.48,0,30-45,High,Mid,Zero,33044.844,Low,0,0.0,2
700,France,Female,44,2,58781.76,1,1,0,16874.92,0,30-45,Medium,New,Medium,34853.356,Low,0,3.48,2
635,Spain,Male,50,7,159453.64,2,0,0,54560.79,1,46-60,Medium,Long,High,97495.057,High,0,2.92,3
687,Germany,Male,26,2,142721.52,1,1,1,153605.75,0,<30,Medium,New,High,117842.485,Premium,1,0.93,0
613,France,Female,46,8,167795.6,1,0,1,44390.38,0,46-60,Medium,Long,High,98814.914,Premium,1,3.78,0
781,France,Female,38,3,128345.69,2,1,0,63218.85,0,30-45,High,Mid,High,83738.5,High,0,2.03,3
703,Spain,Male,20,3,165260.98,1,1,1,41626.78,0,<30,Medium,Mid,High,95718.524,High,1,3.97,0
593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1,60+,Medium,Mid,Medium,67146.564,Medium,1,4.77,0
743,France,Female,40,6,0.0,1,1,0,28280.8,1,30-45,High,Mid,Zero,9684.24,Low,0,0.0,2
640,Spain,Female,46,8,0.0,2,1,0,89043.19,0,46-60,Medium,Long,Zero,28312.957,Low,0,0.0,2
849,Germany,Male,37,7,143452.74,2,1,1,17294.12,0,30-45,High,Long,High,78314.606,High,2,8.29,0
778,France,Male,38,3,145018.49,2,1,1,126702.41,0,30-45,High,Mid,High,111119.968,Premium,2,1.14,0
539,Germany,Female,38,8,82407.51,1,1,0,13123.41,0,30-45,Low,Long,Medium,46740.778,Medium,0,6.28,3
489,Germany,Male,28,1,79460.98,2,1,1,167973.63,0,<30,Low,New,Medium,90322.579,High,2,0.47,0
568,Spain,Female,43,9,0.0,1,1,0,125870.79,1,30-45,Low,Long,Zero,39561.237,Low,0,0.0,2
618,Spain,Male,38,5,126473.99,1,1,0,91972.49,0,30-45,Medium,Mid,High,91828.742,High,0,1.38,3
710,Germany,Female,30,10,133537.1,2,1,0,155593.74,0,<30,Medium,Long,High,115446.672,Premium,0,0.86,3
625,France,Male,52,5,164978.01,1,1,1,67788.49,0,46-60,Medium,Mid,High,103825.552,Premium,1,2.43,0
682,Spain,Male,46,7,128029.72,1,1,1,62615.35,0,46-60,Medium,Long,High,84199.465,High,1,2.04,0
727,Spain,Male,43,2,97403.18,1,1,1,107415.02,1,30-45,High,New,Medium,81326.09599999999,High,1,0.91,0
794,France,Female,41,7,176845.41,3,1,0,166526.26,1,30-45,High,Long,High,139780.583,Premium,0,1.06,3
652,Spain,Male,71,4,0.0,1,1,1,120107.1,0,60+,Medium,Mid,Zero,36832.13,Low,1,0.0,1
670,Spain,Male,42,3,81589.04,1,1,0,188227.8,0,30-45,Medium,Mid,Medium,97862.86,Premium,0,0.43,3
460,Germany,Female,40,6,119507.58,2,1,0,91560.63,1,30-45,Low,Mid,Medium,88421.979,High,0,1.31,3
568,Spain,Female,26,6,0.0,2,0,0,166495.2,0,<30,Low,Mid,Zero,51148.560000000005,Medium,0,0.0,2
643,France,Male,30,5,94443.77,1,1,1,165614.4,0,<30,Medium,Mid,Medium,97906.205,Premium,1,0.57,0
521,France,Male,37,2,0.0,2,1,1,86372.24,0,30-45,Low,New,Zero,26311.672,Low,2,0.0,1
615,France,Male,32,7,92199.84,1,1,1,2755.53,0,30-45,Medium,Long,Medium,48326.579,Medium,1,33.46,0
575,Spain,Male,43,3,0.0,1,1,0,83594.51,0,30-45,Low,Mid,Zero,25678.353,Low,0,0.0,2
717,France,Female,41,3,135756.96,1,1,1,103706.41,0,30-45,Medium,Mid,High,99590.403,Premium,1,1.31,0
648,France,Female,54,9,120633.42,1,0,0,5924.38,1,46-60,Medium,Long,Medium,63894.024,Medium,0,20.36,3
535,Germany,Male,48,5,134542.73,1,1,1,58203.67,1,46-60,Low,Mid,High,85732.466,High,1,2.31,0
626,Spain,Male,29,7,0.0,2,1,0,49361.84,0,<30,Medium,Long,Zero,16208.551999999998,Low,0,0.0,2
611,Spain,Male,52,7,0.0,1,0,1,73585.18,1,46-60,Medium,Long,Zero,23475.554,Low,1,0.0,1
734,Spain,Male,39,6,0.0,1,1,1,95135.27,0,30-45,High,Mid,Zero,29740.581,Low,1,0.0,1
709,France,Male,49,4,154344.49,2,1,1,38794.57,0,46-60,Medium,Mid,High,89610.616,High,2,3.98,0
591,France,Male,43,3,0.0,2,0,1,198926.36,0,30-45,Medium,Mid,Zero,60277.908,Medium,2,0.0,1
664,France,Male,43,9,189026.53,2,1,1,56099.86,0,30-45,Medium,Long,High,113143.223,Premium,2,3.37,0
431,France,Male,37,0,120764.08,1,1,1,117023.08,0,30-45,Low,New,Medium,95488.964,High,1,1.03,0
647,Germany,Female,22,3,97975.82,2,0,1,62083.0,0,<30,Medium,Mid,Medium,68212.81,Medium,2,1.58,0
578,France,Male,32,4,0.0,2,1,1,141822.8,0,30-45,Low,Mid,Zero,43346.84,Medium,2,0.0,1
555,Germany,Male,41,10,113270.2,2,1,1,185387.14,0,30-45,Low,Long,Medium,114251.242,Premium,2,0.61,0
775,Spain,Male,30,4,0.0,2,0,1,57461.13,0,<30,High,Mid,Zero,18038.339,Low,2,0.0,1
850,Germany,Male,39,3,124548.99,2,1,1,120380.12,0,30-45,High,Mid,Medium,98988.531,Premium,2,1.03,0
625,France,Male,43,8,201696.07,1,1,0,133020.9,1,30-45,Medium,Long,High,142354.305,Premium,0,1.52,3
645,Spain,Female,37,7,0.0,2,1,0,13589.93,0,30-45,Medium,Long,Zero,5476.978999999999,Low,0,0.0,2
608,Germany,Male,44,7,114203.47,1,1,1,77830.36,1,30-45,Medium,Long,Medium,81850.843,High,1,1.47,0
689,Spain,Female,31,4,0.0,2,1,1,136610.02,0,30-45,Medium,Mid,Zero,41783.006,Medium,2,0.0,1
652,Germany,Male,50,8,125437.64,1,1,1,17160.94,1,46-60,Medium,Long,High,69467.102,Medium,1,7.31,0
769,France,Female,26,7,0.0,2,1,0,176843.53,0,<30,High,Long,Zero,54453.059,Medium,0,0.0,2
611,France,Female,43,8,64897.75,1,1,0,114996.33,0,30-45,Medium,Long,Medium,68547.774,Medium,0,0.56,3
489,France,Male,38,8,0.0,2,0,1,196990.79,0,30-45,Low,Long,Zero,60697.237,Medium,2,0.0,1
528,Germany,Female,46,9,135555.66,1,1,0,133146.03,1,46-60,Low,Long,High,109521.639,Premium,0,1.02,3
632,France,Male,44,3,107764.75,1,1,0,185667.72,0,30-45,Medium,Mid,Medium,110182.691,Premium,0,0.58,3
429,France,Female,27,6,117307.44,2,1,1,24020.49,0,<30,Low,Mid,Medium,67059.867,Medium,2,4.88,0
457,France,Male,41,8,73700.12,3,1,1,185750.02,1,30-45,Low,Long,Medium,94175.066,High,3,0.4,1
768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0,30-45,High,Mid,Medium,84915.491,High,1,0.34,0
715,Spain,Female,35,4,40169.88,2,1,1,199857.47,0,30-45,Medium,Mid,Low,80842.181,High,2,0.2,1
668,Germany,Female,32,10,92041.87,1,1,1,43595.9,0,30-45,Medium,Long,Medium,61099.705,Medium,1,2.11,0
625,Germany,Male,26,3,130483.95,1,1,0,122810.53,0,<30,Medium,Mid,High,102685.134,Premium,0,1.06,3
846,France,Female,41,5,0.0,3,1,0,3440.47,1,30-45,High,Mid,Zero,2032.141,Low,0,0.0,2
661,Spain,Female,42,3,0.0,2,1,0,35989.41,0,30-45,Medium,Mid,Zero,11396.823,Low,0,0.0,2
571,France,Female,23,10,151097.28,1,0,1,17163.75,0,<30,Low,Long,High,82697.765,High,1,8.8,0
582,Spain,Female,46,8,67563.31,1,1,0,44506.09,1,46-60,Medium,Long,Medium,48733.482,Medium,0,1.52,3
716,France,Female,35,8,112808.18,1,0,1,17848.3,0,30-45,Medium,Long,Medium,63358.58,Medium,1,6.32,0
758,France,Female,42,7,0.0,2,0,1,76209.56,0,30-45,High,Long,Zero,24262.868,Low,2,0.0,1
725,France,Male,66,4,86459.8,1,1,1,141476.56,0,60+,High,Mid,Medium,86472.868,High,1,0.61,0
630,France,Female,40,0,118633.08,1,0,1,60032.46,1,30-45,Medium,New,Medium,77326.27799999999,High,1,1.98,0
627,France,Female,55,2,159441.27,1,1,0,100686.11,1,46-60,Medium,New,High,110326.468,Premium,0,1.58,3
653,France,Female,27,9,0.0,2,1,0,96429.29,0,<30,Medium,Long,Zero,30728.787,Low,0,0.0,2
775,Germany,Female,38,4,125212.65,2,1,1,15795.88,1,30-45,High,Mid,High,68145.08899999999,Medium,2,7.93,0
794,Spain,Male,45,8,88656.37,2,1,0,116547.31,0,30-45,High,Long,Medium,80892.378,High,0,0.76,3
831,France,Female,32,2,146033.62,1,1,0,191260.74,0,30-45,High,New,High,130795.032,Premium,0,0.76,3
561,France,Male,29,9,120268.13,1,1,1,173870.39,0,<30,Low,Long,Medium,114095.182,Premium,1,0.69,0
705,Spain,Male,46,7,0.0,2,1,0,117273.35,0,46-60,Medium,Long,Zero,36582.005,Low,0,0.0,2
636,Spain,Female,33,0,0.0,1,1,0,92277.47,1,30-45,Medium,New,Zero,27683.241,Low,0,0.0,2
487,Germany,Female,46,4,135070.58,2,1,1,44244.49,1,46-60,Low,Mid,High,81608.63699999999,High,2,3.05,0
693,France,Female,38,3,0.0,2,0,0,78133.48,1,30-45,Medium,Mid,Zero,24040.044,Low,0,0.0,2
517,Spain,Female,29,5,0.0,2,1,0,103402.88,0,<30,Low,Mid,Zero,32020.864,Low,0,0.0,2
684,France,Female,27,9,122550.05,2,0,1,137835.82,0,<30,Medium,Long,Medium,104425.771,Premium,2,0.89,0
620,Spain,Female,43,2,0.0,2,1,0,20670.1,0,30-45,Medium,New,Zero,6601.03,Low,0,0.0,2
757,France,Male,29,8,130306.49,1,1,0,77469.38,0,<30,High,Long,High,89994.05900000001,High,0,1.68,3
739,France,Female,27,6,0.0,1,1,1,57572.38,0,<30,High,Mid,Zero,18471.714,Low,1,0.0,1
662,Spain,Female,41,4,90350.77,1,1,0,75884.65,1,30-45,Medium,Mid,Medium,68740.78,Medium,0,1.19,3
359,France,Female,44,6,128747.69,1,1,0,146955.71,1,30-45,Low,Mid,High,109660.558,Premium,0,0.88,3
572,Spain,Male,23,2,126873.52,1,0,1,67040.12,0,<30,Low,New,High,83948.796,High,1,1.89,0
721,France,Male,69,2,108424.19,1,1,1,178418.35,0,60+,High,New,Medium,108137.6,Premium,1,0.61,0
707,France,Male,32,9,0.0,2,0,0,30807.02,0,30-45,Medium,Long,Zero,11042.106,Low,0,0.0,2
444,France,Female,40,5,84350.07,1,1,0,143835.76,0,30-45,Low,Mid,Medium,86325.763,High,0,0.59,3
523,France,Female,73,7,0.0,2,0,0,130883.9,1,60+,Low,Long,Zero,40665.17,Low,0,0.0,2
685,Germany,Female,30,4,84958.6,2,0,1,194343.72,0,<30,Medium,Mid,Medium,101582.416,Premium,2,0.44,0
673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0,<30,Medium,Mid,Medium,53287.687,Medium,1,10.12,0
503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0,<30,Low,Long,High,84504.347,High,0,2.89,3
485,Germany,Female,30,5,156771.68,1,1,1,141148.21,0,<30,Low,Mid,High,121730.303,Premium,1,1.11,0
799,Germany,Male,28,7,167658.33,2,1,1,111138.25,0,<30,High,Long,High,118570.63999999998,Premium,2,1.51,0
585,Spain,Female,33,8,0.0,2,1,0,114182.07,0,30-45,Medium,Long,Zero,35854.621,Low,0,0.0,2
607,Germany,Female,24,2,109483.54,2,0,1,127560.77,0,<30,Medium,New,Medium,93410.001,High,2,0.86,0
521,Germany,Female,40,9,134504.78,1,1,0,18082.06,0,30-45,Low,Long,High,74477.008,High,0,7.44,3
535,France,Female,44,2,114427.86,1,1,1,136330.26,0,30-45,Low,New,Medium,98513.008,Premium,1,0.84,0
724,Spain,Male,45,5,83888.54,1,0,1,34121.81,0,30-45,High,Mid,Medium,53180.813,Medium,1,2.46,0
520,Germany,Male,32,5,110029.77,1,1,0,56246.69,0,30-45,Low,Mid,Medium,72888.892,High,0,1.96,3
