CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,CreditBand,TenureGroup,BalanceSegment,CLV_Score,CLV_Segment,EngagementScore,Balance_Salary_Ratio
608,France,Male,42,5,0.0,2,1,0,178504.29,0,30-45,Medium,Mid,Zero,54551.287000000004,Medium,0,0.0
744,France,Female,44,3,0.0,2,1,1,189016.14,0,30-45,High,Mid,Zero,57304.842000000004,Medium,2,0.0
731,France,Female,40,7,118991.79,1,1,1,156048.64,0,30-45,High,Long,Medium,107710.487,Premium,1,0.76
683,France,Male,72,3,140997.26,1,0,1,52876.41,0,60+,Medium,Mid,High,86961.553,High,1,2.67
727,France,Male,28,5,0.0,2,0,1,19653.08,0,<30,High,Mid,Zero,6895.924,Low,2,0.0
561,Germany,Male,32,6,166824.59,1,1,0,139451.98,0,30-45,Low,Mid,High,126447.889,Premium,0,1.2
700,France,Female,34,2,76322.69,1,1,0,128136.29,0,30-45,Medium,New,Medium,77002.23199999999,High,0,0.6
605,France,Male,35,6,0.0,2,1,1,45206.57,0,30-45,Medium,Mid,Zero,14761.971,Low,2,0.0
767,Spain,Male,77,8,149083.7,1,1,1,190146.83,0,60+,High,Long,High,133185.899,Premium,1,0.78
511,France,Male,33,7,0.0,2,0,1,158313.87,0,30-45,Low,Long,Zero,48894.161,Medium,2,0.0
667,France,Male,40,9,0.0,1,1,1,96670.2,0,30-45,Medium,Long,Zero,30801.059999999998,Low,1,0.0
787,France,Male,33,1,126588.81,2,0,1,62163.53,0,30-45,High,New,High,82143.46399999999,High,2,2.04
705,Germany,Female,56,2,143249.67,1,1,0,88428.41,1,46-60,Medium,New,High,98553.35800000001,Premium,0,1.62
773,Germany,Male,43,8,81844.91,2,1,1,35908.46,0,30-45,High,Long,Medium,53294.993,Medium,2,2.28
554,France,Male,40,4,0.0,1,0,1,168780.04,0,30-45,Low,Mid,Zero,51434.012,Medium,1,0.0
526,Germany,Male,58,9,190298.89,2,1,1,191263.76,0,46-60,Low,Long,High,154328.573,Premium,2,0.99
661,Germany,Male,35,2,117212.18,1,1,1,83052.03,0,30-45,Medium,New,Medium,83921.699,High,1,1.41
698,France,Female,46,0,0.0,2,1,1,125962.02,0,46-60,Medium,New,Zero,37788.606,Low,2,0.0
646,France,Male,26,4,139848.17,1,1,0,164696.27,0,<30,Medium,Mid,High,120132.966,Premium,0,0.85
757,Germany,Female,34,9,101861.36,2,0,0,187011.96,0,30-45,High,Long,Medium,108834.268,Premium,0,0.54
699,Spain,Male,35,2,167455.66,2,1,1,55324.49,0,30-45,Medium,New,High,100725.177,Premium,2,3.03
667,France,Female,24,4,0.0,2,0,1,34335.55,0,<30,Medium,Mid,Zero,11100.665,Low,2,0.0
774,Spain,Female,43,1,116360.07,1,1,0,17004.14,0,30-45,High,New,Medium,63481.277,Medium,0,6.84
745,Spain,Male,40,3,88466.82,1,0,0,116331.42,0,30-45,High,Mid,Medium,79732.83600000001,High,0,0.76
649,France,Female,42,7,0.0,2,0,1,22974.01,0,30-45,Medium,Long,Zero,8292.203,Low,2,0.0
634,Germany,Female,46,5,123642.36,1,1,1,49725.16,1,46-60,Medium,Mid,Medium,77738.728,High,1,2.49
665,Spain,Male,38,9,0.0,1,0,1,87412.74,0,30-45,Medium,Long,Zero,28023.822,Low,1,0.0
713,France,Male,38,9,72286.84,2,1,1,26136.89,0,30-45,Medium,Long,Medium,45784.486999999994,Medium,2,2.77
652,France,Female,40,1,0.0,2,1,0,126554.96,0,30-45,Medium,New,Zero,38166.488,Low,0,0.0
739,Spain,Male,40,1,109681.61,1,1,1,193321.3,0,30-45,High,New,Medium,113037.19499999999,Premium,1,0.57
556,Germany,Male,37,9,145018.64,2,1,0,90928.02,1,30-45,Low,Long,High,101587.72600000001,Premium,0,1.59
699,Spain,Male,34,8,0.0,1,1,1,76510.46,0,30-45,Medium,Long,Zero,24553.138000000003,Low,1,0.0
708,Spain,Female,32,8,187487.63,1,1,1,120115.5,0,30-45,Medium,Long,High,131378.465,Premium,1,1.56
480,France,Male,35,2,165692.91,1,1,1,197984.58,0,30-45,Low,New,High,142641.829,Premium,1,0.84
700,Germany,Female,59,5,137648.41,1,1,0,142977.05,1,46-60,Medium,Mid,High,112717.32,Premium,0,0.96
525,Spain,Female,47,6,118560.0,1,1,0,82522.61,1,46-60,Low,Mid,Medium,85236.783,High,0,1.44
845,France,Male,33,8,164385.53,1,1,0,150664.97,0,30-45,High,Long,High,128992.256,Premium,0,1.09
613,France,Male,37,9,108286.5,1,1,1,114153.44,0,30-45,Medium,Long,Medium,90189.282,High,1,0.95
850,France,Female,34,2,0.0,2,1,1,171706.66,0,30-45,High,New,Zero,51911.998,Medium,2,0.0
798,Spain,Female,58,9,0.0,2,0,0,119071.56,1,46-60,High,Long,Zero,37521.468,Low,0,0.0
773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1,46-60,High,New,Medium,102341.98199999999,Premium,4,0.83
614,Spain,Male,35,2,127283.78,1,1,1,31302.35,0,30-45,Medium,New,High,73432.595,High,1,4.07
473,Spain,Male,48,8,0.0,2,1,0,71139.8,0,46-60,Low,Long,Zero,22941.94,Low,0,0.0
762,France,Male,29,6,141389.06,1,1,0,54122.89,0,<30,High,Mid,High,88131.397,High,0,2.61
701,France,Male,37,8,130091.5,1,1,1,120031.29,0,30-45,Medium,Long,High,102655.13699999999,Premium,1,1.08
600,France,Male,35,4,143744.77,2,1,0,104076.51,0,30-45,Medium,Mid,High,103895.33799999999,Premium,0,1.38
850,Spain,Male,28,9,97408.03,1,1,1,175853.64,0,<30,High,Long,Medium,103260.107,Premium,1,0.55
613,Spain,Male,30,9,111927.45,1,1,1,175795.87,0,<30,Medium,Long,Medium,110502.486,Premium,1,0.64
509,France,Male,31,3,0.0,2,1,0,15360.91,0,30-45,Low,Mid,Zero,5208.273,Low,0,0.0
509,Spain,Male,38,2,0.0,1,0,0,168460.12,0,30-45,Low,New,Zero,50938.036,Medium,0,0.0
609,France,Male,34,1,0.0,1,1,1,181177.9,0,30-45,Medium,New,Zero,54553.369999999995,Medium,1,0.0
456,France,Female,33,1,188285.68,1,0,0,58363.94,0,30-45,Low,New,High,111852.022,Premium,0,3.23
728,France,Female,46,2,109705.52,1,1,0,20276.87,1,46-60,High,New,Medium,61335.821,Medium,0,5.41
663,Spain,Male,33,9,0.0,2,0,0,91514.62,0,30-45,Medium,Long,Zero,29254.386,Low,0,0.0
673,Germany,Female,34,1,127122.79,3,0,1,76703.1,0,30-45,Medium,New,High,86772.325,High,3,1.66
717,France,Male,40,0,98241.04,1,1,0,110887.14,0,30-45,Medium,New,Medium,82386.662,High,0,0.89
741,Germany,Female,37,8,170840.08,2,0,0,109843.16,0,30-45,High,Long,High,119972.98799999998,Premium,0,1.56
498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1,30-45,Low,Mid,Medium,48343.693,Medium,2,6.96
850,France,Female,26,4,62610.96,2,0,1,179365.1,0,<30,High,Mid,Medium,85915.01,High,2,0.35
493,France,Male,36,9,0.0,2,1,1,65816.53,0,30-45,Low,Long,Zero,21544.959,Low,2,0.0
686,France,Female,47,5,113328.93,1,1,0,124170.9,0,46-60,Medium,Mid,Medium,94915.73499999999,High,0,0.91
666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0,30-45,Medium,New,Medium,105320.781,Premium,0,0.6
733,Spain,Female,31,9,102289.85,1,1,1,115441.66,0,30-45,High,Long,Medium,87577.42300000001,High,1,0.89
631,Germany,Female,34,6,125227.82,2,0,1,128247.03,0,30-45,Medium,Mid,High,102288.019,Premium,2,0.98
714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0,46-60,Medium,Mid,High,113829.927,Premium,0,0.99
767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1,30-45,High,Mid,High,101996.581,Premium,0,1.14
711,Germany,Male,43,2,39043.29,2,1,1,175423.69,0,30-45,Medium,New,Low,72548.752,High,2,0.22
722,France,Male,34,8,0.0,2,1,1,133447.49,0,30-45,High,Long,Zero,41634.246999999996,Medium,2,0.0
631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0,46-60,Medium,Long,Medium,85985.024,High,0,0.87
701,Germany,Male,38,3,125385.49,2,0,1,52044.66,0,30-45,Medium,Mid,High,78906.14300000001,High,2,2.41
790,Spain,Male,46,2,131365.37,2,1,1,180290.68,0,46-60,High,New,High,120169.889,Premium,2,0.73
633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0,46-60,Medium,Mid,Medium,89964.494,High,1,0.74
644,France,Female,37,8,0.0,2,1,0,20968.88,0,30-45,Medium,Long,Zero,7890.664,Low,0,0.0
757,Spain,Male,44,5,140856.16,2,1,0,158735.1,0,30-45,High,Mid,High,119048.61,Premium,0,0.89
696,France,Female,30,8,0.0,2,1,1,196134.44,0,<30,Medium,Long,Zero,60440.332,Medium,2,0.0
746,France,Male,35,2,172274.01,1,1,0,22374.97,0,30-45,High,New,High,93249.496,High,0,7.7
649,Spain,Male,36,8,0.0,2,1,0,161668.15,0,30-45,Medium,Long,Zero,50100.445,Medium,0,0.0
565,Spain,Male,38,0,122447.76,1,0,0,67339.34,0,30-45,Low,New,Medium,81425.682,High,0,1.82
720,France,Female,38,10,0.0,2,1,1,56229.72,1,30-45,Medium,Long,Zero,18868.916,Low,2,0.0
648,Spain,Female,56,6,157559.59,2,1,0,140991.23,1,46-60,Medium,Mid,High,122277.16399999999,Premium,0,1.12
632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1,30-45,Medium,Mid,High,117168.70599999999,Premium,0,0.71
622,France,Female,30,2,158584.82,3,1,0,142342.55,1,<30,Medium,New,High,122395.17499999999,Premium,0,1.11
835,France,Male,28,2,163569.61,2,1,1,154559.28,0,<30,High,New,High,128552.58899999999,Premium,2,1.06
493,France,Female,31,3,0.0,1,1,1,176570.28,1,30-45,Low,Mid,Zero,53571.083999999995,Medium,1,0.0
785,Germany,Female,33,6,127211.45,1,0,0,191961.83,0,30-45,High,Mid,High,122394.27399999999,Premium,0,0.66
681,Germany,Male,42,3,118199.97,2,1,0,9452.88,1,30-45,Medium,Mid,Medium,62535.849,Medium,0,12.5
621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0,<30,Medium,New,Medium,100484.23300000001,Premium,2,0.61
756,Spain,Male,38,6,119208.85,1,1,0,169763.89,1,30-45,High,Mid,Medium,111733.592,Premium,0,0.7
515,France,Female,66,6,0.0,2,1,1,160663.11,0,60+,Low,Mid,Zero,49398.933,Medium,2,0.0
625,France,Female,58,10,53772.73,1,1,1,192072.1,1,46-60,Medium,Long,Medium,86507.995,High,1,0.28
717,Spain,Female,39,6,0.0,2,1,0,93275.61,0,30-45,Medium,Mid,Zero,29182.683,Low,0,0.0
595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0,30-45,Medium,New,High,103520.306,Premium,1,1.24
539,Spain,Female,37,1,130922.81,2,0,0,2186.83,0,30-45,Low,New,High,66317.454,Medium,0,59.87
762,France,Male,35,9,0.0,2,1,1,43075.7,0,30-45,High,Long,Zero,14722.71,Low,2,0.0
706,Spain,Male,20,8,0.0,2,1,1,12368.11,0,<30,Medium,Long,Zero,5310.433,Low,2,0.0
677,Spain,Female,25,8,130866.19,1,1,0,42410.21,0,<30,Medium,Long,High,79756.158,High,0,3.09
733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0,30-45,High,Long,High,152158.213,Premium,1,0.98
684,Spain,Female,41,7,0.0,1,1,1,138394.37,0,30-45,Medium,Long,Zero,42918.310999999994,Medium,1,0.0
679,France,Male,36,6,147733.64,1,0,1,172501.38,0,30-45,Medium,Mid,High,126817.234,Premium,1,0.86
478,Spain,Male,43,1,0.0,2,1,1,197916.43,0,30-45,Low,New,Zero,59574.929,Medium,2,0.0
696,France,Male,33,2,163139.27,1,1,1,7035.36,0,30-45,Medium,New,High,84080.24299999999,High,1,23.19
686,Spain,Female,35,4,0.0,2,1,1,159676.55,0,30-45,Medium,Mid,Zero,48702.965,Medium,2,0.0
466,France,Female,36,5,119540.15,1,0,1,80603.99,0,30-45,Low,Mid,Medium,84951.272,High,1,1.48
686,France,Female,41,4,129553.76,2,1,0,187599.8,0,30-45,Medium,Mid,High,121856.81999999999,Premium,0,0.69
576,France,Male,55,9,0.0,2,1,1,94450.97,0,46-60,Low,Long,Zero,30135.291,Low,2,0.0
763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0,60+,High,New,Medium,76445.326,High,1,0.46
572,France,Male,43,2,140431.98,1,1,0,26450.57,1,30-45,Low,New,High,78551.16100000001,High,0,5.31
757,France,Female,49,2,0.0,2,0,0,164482.92,0,46-60,High,New,Zero,49744.876000000004,Medium,0,0.0
582,France,Female,29,0,0.0,1,1,1,84012.81,0,<30,Medium,New,Zero,25203.842999999997,Low,1,0.0
623,France,Female,35,5,0.0,2,1,0,101192.08,0,30-45,Medium,Mid,Zero,31357.624,Low,0,0.0
617,Germany,Female,37,4,116471.43,2,1,0,175324.74,1,30-45,Medium,Mid,Medium,111633.13699999999,Premium,0,0.66
425,France,Male,39,4,0.0,2,1,0,197226.32,0,30-45,Low,Mid,Zero,59967.896,Medium,0,0.0
659,France,Female,56,9,123785.24,1,1,0,99504.03,1,46-60,Medium,Long,Medium,93543.829,High,0,1.24
605,France,Female,33,4,0.0,2,0,1,83700.66,0,30-45,Medium,Mid,Zero,25910.198,Low,2,0.0
538,France,Female,38,8,88758.95,2,0,0,28226.15,1,30-45,Low,Long,Medium,54447.32,Medium,0,3.14
665,Germany,Male,25,5,153611.83,2,1,0,35321.65,0,<30,Medium,Mid,High,88402.40999999999,High,0,4.35
491,Germany,Female,57,4,112044.72,1,1,1,41229.73,1,46-60,Low,Mid,Medium,69191.279,Medium,1,2.72
726,Spain,Female,27,7,123826.07,1,0,1,78970.58,0,<30,High,Long,Medium,87004.209,High,1,1.57
580,France,Female,65,9,106804.26,3,1,0,107890.69,1,60+,Low,Long,Medium,87569.337,High,0,0.99
550,France,Female,48,6,0.0,2,1,1,191870.28,0,46-60,Low,Mid,Zero,58761.083999999995,Medium,2,0.0
542,France,Female,59,2,68892.77,2,1,0,7905.06,1,46-60,Low,New,Medium,37217.903000000006,Low,0,8.72
732,France,Female,43,6,0.0,2,1,0,65731.53,0,30-45,High,Mid,Zero,20919.459,Low,0,0.0
473,France,Female,33,5,125827.43,1,0,1,145698.73,0,30-45,Low,Mid,High,107623.334,Premium,1,0.86
745,Spain,Male,34,9,0.0,2,1,0,50046.25,0,30-45,High,Long,Zero,16813.875,Low,0,0.0
732,France,Male,36,7,0.0,2,1,1,60830.24,0,30-45,High,Long,Zero,19649.072,Low,2,0.0
848,Germany,Female,40,5,148495.64,1,0,0,158853.98,0,30-45,High,Mid,High,122904.01400000001,Premium,0,0.93
572,France,Male,37,1,133043.66,1,0,0,111243.09,0,30-45,Low,New,High,100094.757,Premium,0,1.2
702,France,Male,45,9,74989.58,1,1,1,171014.69,0,30-45,Medium,Long,Medium,90599.197,High,1,0.44
664,Germany,Male,39,7,60263.23,1,1,0,170835.32,0,30-45,Medium,Long,Medium,82782.211,High,0,0.35
630,Germany,Male,50,3,129370.91,4,1,1,47775.34,1,46-60,Medium,Mid,High,79618.057,High,4,2.71
618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0,30-45,Medium,Mid,High,121767.22799999999,Premium,0,1.13
556,France,Male,26,4,0.0,1,1,0,195167.38,0,<30,Low,Mid,Zero,59350.214,Medium,0,0.0
619,France,Female,30,7,70729.17,1,1,1,160948.87,0,<30,Medium,Long,Medium,85049.246,High,1,0.44
644,France,Male,48,8,0.0,2,0,1,44965.54,1,46-60,Medium,Long,Zero,15089.662,Low,2,0.0
658,Spain,Male,50,2,0.0,2,1,0,52137.73,0,46-60,Medium,New,Zero,16041.319,Low,0,0.0
598,Spain,Male,27,8,90721.52,2,1,0,109296.18,0,<30,Medium,Long,Medium,79749.614,High,0,0.83
677,France,Male,27,2,0.0,2,1,1,20092.89,0,<30,Medium,New,Zero,6427.866999999999,Low,2,0.0
689,Spain,Female,45,0,57784.22,1,1,0,197804.0,1,30-45,Medium,New,Medium,88233.31,High,0,0.29
591,France,Male,33,9,131765.72,1,1,0,118782.06,0,30-45,Medium,Long,High,103317.478,Premium,0,1.11
699,France,Male,40,7,0.0,1,0,1,152876.13,1,30-45,Medium,Long,Zero,47262.839,Medium,1,0.0
749,Germany,Male,47,9,110022.74,1,0,1,135655.29,1,46-60,High,Long,Medium,97507.957,High,1,0.81
709,France,Female,40,9,131569.63,1,1,1,103970.58,0,30-45,Medium,Long,High,98775.989,Premium,1,1.27
607,Germany,Male,61,2,164523.5,2,1,1,35786.76,0,60+,Medium,New,High,93397.778,High,2,4.6
650,Germany,Female,25,2,114330.95,1,1,1,25325.07,0,<30,Medium,New,Medium,65162.996,Medium,1,4.51
651,Spain,Female,45,10,135923.16,1,1,0,18732.84,0,30-45,Medium,Long,High,75581.432,High,0,7.26
676,France,Female,61,8,0.0,2,1,1,118522.73,0,60+,Medium,Long,Zero,37156.818999999996,Low,2,0.0
723,France,Female,49,4,0.0,2,0,1,89972.25,0,46-60,High,Mid,Zero,27791.675,Low,2,0.0
714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0,30-45,Medium,New,Medium,118504.98499999999,Premium,1,0.67
759,Spain,Female,35,7,147936.42,1,1,1,106785.7,0,30-45,High,Long,High,107403.92000000001,Premium,1,1.39
582,France,Male,29,0,0.0,1,1,0,142516.35,0,<30,Medium,New,Zero,42754.905,Medium,0,0.0
697,France,Female,34,2,126558.92,1,1,0,73334.43,0,30-45,Medium,New,High,85679.78899999999,High,0,1.73
610,Germany,Male,57,6,106938.11,2,0,1,186612.47,0,46-60,Medium,Mid,Medium,110652.796,Premium,2,0.57
488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0,30-45,Low,Mid,High,107885.318,Premium,0,1.13
599,Germany,Male,46,9,123444.72,1,1,1,31368.08,1,46-60,Medium,Long,Medium,72932.784,High,1,3.94
781,France,Male,32,6,147107.91,1,1,1,40066.95,0,30-45,High,Mid,High,86774.04000000001,High,1,3.67
645,France,Male,19,9,128514.84,1,0,0,175969.19,0,<30,Medium,Long,High,118848.177,Premium,0,0.73
545,France,Female,55,5,0.0,1,0,0,10034.77,1,46-60,Low,Mid,Zero,4010.431,Low,0,0.0
597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0,30-45,Medium,Long,Medium,100528.38699999999,Premium,0,0.71
561,Spain,Female,28,3,0.0,2,1,0,191387.76,0,<30,Low,Mid,Zero,58016.328,Medium,0,0.0
662,France,Female,37,6,0.0,2,1,0,51229.17,0,30-45,Medium,Mid,Zero,16568.750999999997,Low,0,0.0
649,Germany,Female,50,5,155393.32,1,1,1,87351.42,1,46-60,Medium,Mid,High,104902.08600000001,Premium,1,1.78
630,France,Female,36,2,110414.48,1,1,1,48984.95,0,30-45,Medium,New,Medium,70302.72499999999,Medium,1,2.25
672,Spain,Male,33,2,0.0,2,1,1,182738.0,0,30-45,Medium,New,Zero,55221.4,Medium,2,0.0
636,Germany,Female,37,9,157098.52,1,1,1,153535.27,0,30-45,Medium,Long,High,126409.84099999999,Premium,1,1.02
593,Germany,Female,38,5,85626.6,1,1,1,125079.65,0,30-45,Medium,Mid,Medium,81337.195,High,1,0.68
545,Germany,Male,45,6,93796.42,2,1,1,162321.26,0,30-45,Low,Mid,Medium,96794.588,High,2,0.58
567,Spain,Female,41,1,0.0,2,1,0,3414.72,0,30-45,Low,New,Zero,1224.416,Low,0,0.0
583,France,Male,51,6,125268.03,2,1,0,165082.25,0,46-60,Medium,Mid,High,113358.69,Premium,0,0.76
681,France,Female,29,2,148143.84,1,1,1,52021.39,0,<30,Medium,New,High,90078.337,High,1,2.85
762,Spain,Male,29,10,115545.33,2,1,0,148256.43,0,<30,High,Long,Medium,104249.594,Premium,0,0.78
648,Spain,Male,35,7,0.0,2,0,0,122899.01,0,30-45,Medium,Long,Zero,38269.702999999994,Low,0,0.0
644,France,Male,30,5,44928.88,1,1,1,10771.46,0,<30,Medium,Mid,Low,26695.877999999997,Low,1,4.17
706,Spain,Male,29,2,0.0,2,1,1,18255.51,0,<30,Medium,New,Zero,5876.652999999999,Low,2,0.0
850,France,Male,35,3,162442.35,1,1,0,183566.78,0,30-45,High,Mid,High,136891.209,Premium,0,0.88
484,Spain,Female,39,5,0.0,2,1,1,175224.12,0,30-45,Low,Mid,Zero,53567.236,Medium,2,0.0
508,Germany,Male,28,0,96213.82,2,1,0,147913.56,0,<30,Low,New,Medium,92480.978,High,0,0.65
439,France,Female,29,6,156569.43,1,1,0,180598.66,0,<30,Low,Mid,High,133664.313,Premium,0,0.87
484,Spain,Male,36,8,0.0,2,1,0,186136.48,0,30-45,Low,Long,Zero,57440.944,Medium,0,0.0
803,Spain,Female,37,1,0.0,2,0,0,7455.2,0,30-45,High,New,Zero,2436.56,Low,0,0.0
724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1,46-60,High,Mid,Medium,80597.258,High,2,1.37
640,France,Male,33,7,154575.76,1,1,0,25722.28,1,30-45,Medium,Long,High,86404.564,High,0,6.01
701,Spain,Female,35,9,0.0,2,0,0,170996.86,0,30-45,Medium,Long,Zero,53099.058,Medium,0,0.0
537,France,Male,37,3,0.0,2,1,1,20603.32,0,30-45,Low,Mid,Zero,6780.996,Low,2,0.0
651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0,<30,Medium,Mid,High,117047.638,Premium,0,1.04
523,Germany,Male,41,0,119276.31,1,0,0,122284.38,1,30-45,Low,New,Medium,96323.469,High,0,0.98
717,France,Female,25,7,108664.85,2,1,0,190011.85,0,<30,Medium,Long,Medium,112735.98000000001,Premium,0,0.57
593,Spain,Male,44,5,0.0,1,1,0,128046.98,0,30-45,Medium,Mid,Zero,39414.094,Low,0,0.0
706,Germany,Male,38,5,163034.82,2,1,1,135662.17,0,30-45,Medium,Mid,High,123216.06100000002,Premium,2,1.2
714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1,46-60,Medium,Mid,Medium,49601.123,Medium,0,12.29
794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0,30-45,High,Long,High,98669.527,Premium,0,7.61
518,Germany,Male,46,4,113625.93,1,0,0,92727.42,1,46-60,Low,Mid,Medium,85431.19099999999,High,0,1.23
589,Germany,Male,55,7,119961.48,1,1,0,65156.83,1,46-60,Medium,Long,Medium,80927.78899999999,High,0,1.84
824,France,Male,45,3,129209.48,1,0,0,60151.77,0,30-45,High,Mid,High,83250.271,High,0,2.15
719,Germany,Female,42,5,137227.04,3,1,0,149097.38,1,30-45,Medium,Mid,High,114342.734,Premium,0,0.92
617,Germany,Female,58,3,119024.75,2,1,0,35199.24,1,46-60,Medium,Mid,Medium,70672.147,Medium,0,3.38
651,France,Male,35,7,74623.5,3,1,0,129451.29,1,30-45,Medium,Long,Medium,77547.13699999999,High,0,0.58
637,Spain,Female,45,2,157929.45,1,1,1,145134.49,1,30-45,Medium,New,High,122905.072,Premium,1,1.09
554,France,Female,26,7,92606.86,2,1,0,192709.69,0,<30,Low,Long,Medium,105516.337,Premium,0,0.48
731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0,30-45,High,New,High,106056.575,Premium,0,0.92
569,Spain,Female,42,1,0.0,1,1,1,83629.6,1,30-45,Low,New,Zero,25288.88,Low,1,0.0
625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0,30-45,Medium,Mid,High,82843.528,High,0,4.01
592,France,Female,38,4,0.0,2,1,0,35338.96,0,30-45,Medium,Mid,Zero,11401.688,Low,0,0.0
669,France,Male,43,1,163159.85,1,0,1,15602.8,0,30-45,Medium,New,High,86460.765,High,1,10.46
663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0,30-45,Medium,Mid,Medium,109599.99299999999,Premium,1,0.6
518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0,30-45,Low,Mid,Medium,83110.796,High,0,1.24
686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0,30-45,Medium,Mid,High,123994.2,Premium,2,1.02
709,Germany,Male,45,4,122917.71,1,1,1,11.58,1,30-45,Medium,Mid,Medium,62262.329000000005,Medium,1,10614.66
571,France,Female,33,9,0.0,2,0,1,77519.62,0,30-45,Low,Long,Zero,25055.886,Low,2,0.0
707,France,Female,31,2,82787.93,2,0,0,91423.69,0,30-45,Medium,New,Medium,69221.072,Medium,0,0.91
701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0,30-45,Medium,Mid,Medium,84136.50099999999,High,0,0.96
672,France,Male,34,9,0.0,2,1,0,161800.77,0,30-45,Medium,Long,Zero,50340.23099999999,Medium,0,0.0
620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1,30-45,Medium,Long,High,105721.09700000001,Premium,0,1.98
557,Spain,Male,48,10,0.0,2,1,1,185094.48,0,46-60,Low,Long,Zero,57528.344000000005,Medium,2,0.0
648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1,46-60,Medium,Long,Medium,112296.577,Premium,0,0.69
479,France,Female,35,2,113090.4,1,1,0,195649.79,0,30-45,Low,New,Medium,115640.13699999999,Premium,0,0.58
730,France,Female,22,9,65763.57,1,1,1,145792.01,0,<30,High,Long,Medium,78419.388,High,1,0.45
737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1,30-45,High,New,High,104521.693,Premium,0,0.91
616,France,Male,31,3,94263.91,2,1,0,168895.06,0,30-45,Medium,Mid,Medium,98400.473,Premium,0,0.56
639,Spain,Male,29,4,133434.57,2,1,0,97983.44,0,<30,Medium,Mid,High,96912.31700000001,High,0,1.36
815,Spain,Female,39,6,0.0,1,1,1,85167.88,0,30-45,High,Mid,Zero,26750.364,Low,1,0.0
786,Spain,Male,31,9,0.0,2,1,1,18210.36,0,30-45,High,Long,Zero,7263.108,Low,2,0.0
549,France,Male,50,9,94748.76,2,0,1,13608.18,0,46-60,Low,Long,Medium,53256.833999999995,Medium,2,6.96
622,France,Female,38,4,98640.74,1,1,1,110457.99,0,30-45,Medium,Mid,Medium,83257.76699999999,High,1,0.89
624,France,Male,26,9,74681.9,2,0,0,31231.35,0,<30,Medium,Long,Medium,48510.354999999996,Medium,0,2.39
841,France,Male,34,4,0.0,2,1,0,141582.66,0,30-45,High,Mid,Zero,43274.798,Medium,0,0.0
614,Spain,Female,41,7,179915.85,1,0,0,14666.35,1,30-45,Medium,Long,High,95757.83,High,0,12.27
676,France,Male,30,1,128207.23,1,1,1,55400.17,0,<30,Medium,New,High,80923.666,High,1,2.31
697,France,Male,42,9,132739.26,2,0,0,174667.65,0,30-45,Medium,Long,High,120569.925,Premium,0,0.76
732,France,Female,40,10,0.0,2,1,0,154189.08,0,30-45,High,Long,Zero,48256.723999999995,Medium,0,0.0
623,France,Male,27,4,120509.81,1,0,0,142170.44,0,<30,Medium,Mid,Medium,103706.037,Premium,0,0.85
541,France,Male,46,4,124547.13,2,1,0,94499.06,0,46-60,Low,Mid,Medium,91423.283,High,0,1.32
773,Spain,Female,39,4,0.0,2,0,1,182081.45,0,30-45,High,Mid,Zero,55424.435000000005,Medium,2,0.0
762,Germany,Male,34,4,88815.56,2,1,0,68562.26,1,30-45,High,Mid,Medium,65776.458,Medium,0,1.3
655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0,30-45,Medium,New,Medium,67955.161,Medium,0,0.93
602,Germany,Male,32,7,184715.86,2,1,0,113781.99,0,30-45,Medium,Long,High,127892.527,Premium,0,1.62
850,France,Male,31,3,0.0,2,1,0,121866.87,0,30-45,High,Mid,Zero,37160.060999999994,Low,0,0.0
649,Spain,Male,51,4,0.0,1,1,1,150390.57,0,46-60,Medium,Mid,Zero,45917.171,Medium,1,0.0
