CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CLV_Score,EngagementScore,Balance_Salary_Ratio,Geography_France,Geography_Germany,Geography_Spain,Churn_Probability,Risk_Tier,Actual_Churn
567,1,46,1,68238.51,2,1,1,109572.58,67191.029,2,0.62,False,True,False,0.381,Medium Risk,0
814,1,36,6,0.0,2,1,1,98657.01,30797.103,2,0.0,True,False,False,0.028,Low Risk,0
543,0,42,4,89838.71,3,1,0,85983.54,71514.417,0,1.04,True,False,False,0.755,Critical Risk,1
663,0,44,2,117028.6,2,0,1,144680.18,102318.354,2,0.81,False,True,False,0.461,Medium Risk,0
621,0,51,4,109978.83,1,0,0,177740.58,109111.589,0,0.62,False,True,False,0.96,Critical Risk,1
666,0,38,6,99812.88,2,1,1,158357.97,98613.831,2,0.63,False,True,False,0.116,Low Risk,0
600,0,30,2,119755.0,1,1,1,21852.91,66833.37299999999,1,5.48,False,True,False,0.297,Low Risk,0
699,1,41,1,200117.76,2,1,0,94142.35,128501.585,0,2.13,False,True,False,0.384,Medium Risk,0
569,0,30,6,106629.49,1,0,1,44114.88,67749.209,1,2.42,False,True,False,0.301,Medium Risk,0
702,0,36,9,90560.48,2,1,0,174268.87,99360.901,0,0.52,False,True,False,0.297,Low Risk,0
832,1,29,5,0.0,2,1,0,178779.52,54633.85599999999,0,0.0,True,False,False,0.073,Low Risk,0
616,1,66,1,135842.41,1,1,0,183840.51,123273.358,0,0.74,True,False,False,0.754,Critical Risk,1
638,1,34,7,0.0,2,1,1,198969.78,61090.934,2,0.0,True,False,False,0.044,Low Risk,0
582,0,29,4,0.0,2,0,0,156153.27,47645.98099999999,0,0.0,True,False,False,0.128,Low Risk,0
627,0,73,0,146329.73,1,0,1,43615.67,86249.566,1,3.35,True,False,False,0.15,Low Risk,0
722,0,30,5,0.0,2,1,0,166376.54,50912.962,0,0.0,True,False,False,0.15,Low Risk,0
483,0,41,1,118334.44,1,0,0,163147.99,108311.617,0,0.73,False,True,False,0.856,Critical Risk,1
644,1,24,8,92760.55,1,1,0,35896.75,58749.3,0,2.58,True,False,False,0.186,Low Risk,0
684,0,39,4,207034.96,2,0,0,157694.76,151625.908,0,1.31,False,False,True,0.624,High Risk,1
850,0,34,6,0.0,1,0,1,52796.31,17038.892999999996,1,0.0,True,False,False,0.272,Low Risk,0
625,1,39,3,130786.92,1,0,1,121316.07,102388.281,1,1.08,True,False,False,0.196,Low Risk,0
814,1,31,4,0.0,2,1,1,142029.17,43408.751,2,0.0,True,False,False,0.028,Low Risk,0
490,0,33,5,96341.0,2,0,0,108313.34,81664.502,0,0.89,False,True,False,0.289,Low Risk,0
469,0,37,9,96776.49,1,1,1,119890.86,86155.503,1,0.81,False,False,True,0.103,Low Risk,0
592,0,39,7,0.0,2,1,0,83084.33,26325.299,0,0.0,True,False,False,0.116,Low Risk,0
718,0,27,2,0.0,2,0,0,26229.24,8268.772,0,0.0,True,False,False,0.068,Low Risk,0
545,1,26,1,0.0,2,1,1,199638.56,60091.568,2,0.0,True,False,False,0.047,Low Risk,0
726,1,53,1,113537.73,1,0,1,28367.21,65479.028,1,4.0,True,False,False,0.396,Medium Risk,0
660,0,39,9,134599.33,2,1,0,183095.87,124028.426,0,0.74,False,True,False,0.414,Medium Risk,0
762,0,32,10,191775.65,1,1,0,179657.83,151785.174,0,1.07,True,False,False,0.465,Medium Risk,0
628,0,33,6,0.0,2,0,0,184230.23,56469.069,0,0.0,True,False,False,0.18,Low Risk,0
563,1,39,5,0.0,2,1,1,17603.81,6281.143,2,0.0,True,False,False,0.057,Low Risk,0
666,1,32,10,112536.57,2,1,1,34350.54,68573.447,2,3.28,True,False,False,0.06,Low Risk,0
636,0,43,6,0.0,2,1,0,43128.95,14138.685,0,0.0,True,False,False,0.2,Low Risk,0
850,1,45,5,103909.86,1,1,0,60083.11,70979.863,0,1.73,False,True,False,0.71,Critical Risk,1
632,0,60,2,0.0,2,0,1,2085.32,1025.596,2,0.0,True,False,False,0.118,Low Risk,0
756,0,27,8,0.0,2,1,1,157932.75,48979.825,2,0.0,True,False,False,0.016,Low Risk,0
659,1,50,3,0.0,1,1,0,183399.12,55619.736,0,0.0,True,False,False,0.899,Critical Risk,1
733,1,38,3,157658.36,1,0,0,19658.43,85326.70899999999,0,8.02,True,False,False,0.412,Medium Risk,0
651,0,47,2,0.0,2,1,1,119808.64,36342.592,2,0.0,False,False,True,0.073,Low Risk,0
630,1,40,7,0.0,2,1,1,34453.17,11735.951,2,0.0,True,False,False,0.05,Low Risk,0
711,1,32,1,0.0,2,1,0,126188.42,38056.526,0,0.0,True,False,False,0.118,Low Risk,0
593,1,45,6,79259.75,1,1,0,55347.28,57434.059,0,1.43,False,False,True,0.719,Critical Risk,0
560,0,50,3,0.0,2,1,0,84531.79,25959.537,0,0.0,True,False,False,0.455,Medium Risk,0
704,1,24,7,113034.22,1,1,0,162503.48,106668.154,0,0.7,False,True,False,0.502,High Risk,1
598,0,38,1,101487.18,1,1,1,75959.1,73731.31999999999,1,1.34,False,True,False,0.39,Medium Risk,1
829,0,36,4,81795.74,2,1,0,90106.94,68729.952,0,0.91,False,True,False,0.312,Medium Risk,0
592,1,37,7,0.0,2,1,1,126726.33,39417.899,2,0.0,True,False,False,0.032,Low Risk,0
516,1,31,7,0.0,1,1,0,47018.75,15505.625,0,0.0,False,False,True,0.391,Medium Risk,0
603,1,48,5,0.0,1,1,0,100478.6,31143.58,0,0.0,True,False,False,0.881,Critical Risk,1
657,1,22,6,0.0,3,0,1,168412.07,51723.621,3,0.0,False,False,True,0.547,High Risk,1
847,1,41,3,101543.51,4,1,0,16025.17,56179.306,0,6.34,False,True,False,0.582,High Risk,1
481,1,34,5,0.0,2,1,1,125253.46,38576.038,2,0.0,True,False,False,0.025,Low Risk,0
711,0,38,10,0.0,2,0,0,53311.78,17993.534,0,0.0,True,False,False,0.194,Low Risk,0
678,1,32,5,0.0,2,1,0,90284.47,28085.341,0,0.0,True,False,False,0.112,Low Risk,0
617,1,46,3,106521.49,1,0,1,86587.37,79836.956,1,1.23,False,False,True,0.351,Medium Risk,0
756,1,26,5,101641.14,2,0,1,154460.68,98158.774,2,0.66,True,False,False,0.075,Low Risk,0
808,0,32,1,0.0,2,1,1,46200.71,14060.213,2,0.0,True,False,False,0.033,Low Risk,0
574,0,33,8,100267.03,1,1,0,103006.27,82635.39600000001,0,0.97,True,False,False,0.191,Low Risk,0
688,1,39,0,0.0,2,1,0,53222.15,15966.645,0,0.0,True,False,False,0.095,Low Risk,1
671,1,48,9,116711.06,2,0,0,76373.38,83067.544,0,1.53,False,True,False,0.733,Critical Risk,0
582,1,32,4,0.0,2,1,0,59668.81,18700.643,0,0.0,True,False,False,0.089,Low Risk,0
670,1,45,9,104930.38,1,1,0,155921.81,101041.733,0,0.67,True,False,False,0.646,High Risk,1
795,1,36,1,151844.64,1,1,1,135388.89,116738.987,1,1.12,True,False,False,0.086,Low Risk,0
554,1,30,9,0.0,2,1,1,40320.3,13896.09,2,0.0,True,False,False,0.024,Low Risk,0
484,1,50,2,90408.16,2,0,0,48170.57,60055.251,0,1.88,True,False,False,0.68,High Risk,0
603,0,51,8,186825.57,1,1,0,93739.71,123134.698,0,1.99,True,False,False,0.769,Critical Risk,1
778,0,33,1,0.0,2,1,0,85439.73,25831.919,0,0.0,True,False,False,0.084,Low Risk,0
661,1,42,9,75361.44,1,1,0,27608.12,47763.156,0,2.73,False,False,True,0.609,High Risk,1
667,0,44,8,122277.87,1,1,1,91810.71,90282.148,1,1.33,True,False,False,0.257,Low Risk,0
675,1,21,8,98373.26,1,1,0,18203.0,56247.53,0,5.4,True,False,False,0.181,Low Risk,0
715,0,42,6,0.0,2,1,1,128745.69,39823.707,2,0.0,False,False,True,0.063,Low Risk,0
495,1,40,1,140197.71,2,1,0,150720.39,115514.972,0,0.93,True,False,False,0.3,Medium Risk,0
680,1,30,8,141441.75,1,1,1,16278.97,77204.566,1,8.69,True,False,False,0.079,Low Risk,0
711,1,52,8,145262.54,1,0,1,131473.31,113673.263,1,1.1,False,True,False,0.761,Critical Risk,0
563,1,34,6,0.0,2,0,0,36536.93,12161.079,0,0.0,True,False,False,0.072,Low Risk,0
655,1,37,4,108862.76,1,1,0,79555.08,79097.904,0,1.37,False,True,False,0.648,High Risk,1
834,1,49,2,131394.56,1,0,0,194365.76,124407.008,0,0.68,True,False,False,0.684,High Risk,1
503,1,28,5,0.0,2,1,0,125918.17,38775.451,0,0.0,True,False,False,0.082,Low Risk,0
668,1,30,8,0.0,2,1,0,138465.7,43139.71,0,0.0,False,False,True,0.065,Low Risk,0
834,1,57,8,112281.6,3,1,0,140225.14,99808.342,0,0.8,False,True,False,0.851,Critical Risk,1
526,1,36,0,0.0,2,1,0,97767.63,29330.289,0,0.0,True,False,False,0.106,Low Risk,0
576,0,19,6,0.0,2,0,0,72306.07,22891.821,0,0.0,False,False,True,0.085,Low Risk,0
480,1,25,3,174330.35,2,0,0,181647.13,142259.314,0,0.96,False,True,False,0.283,Low Risk,0
670,1,50,8,138340.06,1,0,1,3159.15,71717.775,1,43.79,True,False,False,0.415,Medium Risk,0
660,0,30,7,146301.31,1,0,0,96847.91,103605.028,0,1.51,True,False,False,0.305,Medium Risk,0
651,1,45,6,86714.06,1,1,0,85869.89,70317.997,0,1.01,False,True,False,0.837,Critical Risk,1
844,0,56,5,99529.7,1,0,1,157230.06,97933.868,1,0.63,False,False,True,0.301,Medium Risk,1
680,0,36,3,116275.12,1,1,1,63795.8,77876.3,1,1.82,True,False,False,0.113,Low Risk,0
850,1,53,7,65407.16,2,0,0,182633.63,88893.669,0,0.36,False,False,True,0.725,Critical Risk,1
644,1,44,8,106022.73,2,0,0,148727.42,99229.591,0,0.71,False,True,False,0.765,Critical Risk,0
535,1,29,2,112367.34,1,1,0,185630.76,112272.898,0,0.61,True,False,False,0.174,Low Risk,0
655,1,29,9,0.0,2,0,1,85736.26,27520.878,2,0.0,False,False,True,0.038,Low Risk,0
609,1,39,8,141675.23,1,0,1,175664.25,125136.89,1,0.81,True,False,False,0.218,Low Risk,0
633,0,42,10,0.0,1,0,1,79408.17,25822.451,1,0.0,False,False,True,0.31,Medium Risk,0
550,0,33,4,118400.91,1,0,1,13999.64,64200.347,1,8.46,False,True,False,0.334,Medium Risk,1
665,1,27,2,147435.96,1,0,0,187508.06,130370.398,0,0.79,False,True,False,0.512,High Risk,0
640,0,40,8,110340.68,1,1,1,157886.6,104136.32,1,0.7,True,False,False,0.213,Low Risk,0
625,1,36,3,0.0,2,1,0,41295.1,12988.53,0,0.0,True,False,False,0.095,Low Risk,1
633,0,40,5,86172.81,2,1,1,117279.49,79270.25200000001,2,0.73,False,True,False,0.208,Low Risk,0
745,0,40,3,88466.82,1,0,0,116331.42,79732.83600000001,0,0.76,False,False,True,0.565,High Risk,0
777,1,30,4,0.0,2,0,1,115611.97,35483.591,2,0.0,True,False,False,0.027,Low Risk,0
755,0,36,8,0.0,2,1,0,176809.87,54642.961,0,0.0,True,False,False,0.102,Low Risk,0
705,0,30,1,0.0,1,1,1,181300.32,54590.096,1,0.0,True,False,False,0.175,Low Risk,0
786,1,29,4,0.0,2,1,0,103372.79,31811.837,0,0.0,True,False,False,0.075,Low Risk,0
758,0,68,6,112595.85,1,1,0,35865.44,68257.557,0,3.14,False,True,False,0.883,Critical Risk,1
604,0,27,9,101352.78,1,0,0,30252.3,61552.08,0,3.35,False,False,True,0.297,Low Risk,0
797,0,30,10,69413.44,1,1,1,74637.57,59097.991,1,0.93,True,False,False,0.066,Low Risk,0
489,1,31,7,139395.08,1,0,1,6120.84,72933.79199999999,1,22.77,True,False,False,0.097,Low Risk,0
621,0,41,5,104631.67,1,1,1,95551.22,81981.201,1,1.1,False,False,True,0.193,Low Risk,0
608,0,26,1,106648.98,1,0,1,7063.6,55643.57,1,15.1,False,True,False,0.257,Low Risk,0
480,1,42,1,152160.21,2,1,0,101778.9,106813.775,0,1.5,True,False,False,0.406,Medium Risk,0
504,0,42,7,131287.36,2,1,1,149697.78,111953.014,2,0.88,False,True,False,0.348,Medium Risk,0
663,1,22,9,0.0,1,1,0,29135.89,10540.767,0,0.0,False,False,True,0.377,Medium Risk,1
632,1,32,1,0.0,2,1,0,19525.65,6057.695000000001,0,0.0,False,False,True,0.076,Low Risk,0
845,0,33,8,164385.53,1,1,0,150664.97,128992.256,0,1.09,True,False,False,0.282,Low Risk,0
587,1,39,6,101851.8,2,1,0,7103.71,54257.013,0,14.34,False,True,False,0.467,Medium Risk,0
568,0,46,8,150836.92,1,0,0,64516.8,96373.5,0,2.34,False,True,False,0.924,Critical Risk,1
766,1,28,4,90696.78,1,0,1,21597.2,52627.55,1,4.2,False,True,False,0.196,Low Risk,0
633,0,59,2,103996.74,1,1,1,103159.11,83346.103,1,1.01,True,False,False,0.265,Low Risk,0
746,1,37,4,0.0,2,0,1,171039.56,52111.868,2,0.0,True,False,False,0.09,Low Risk,0
768,0,25,6,0.0,2,1,1,21215.67,7564.700999999999,2,0.0,True,False,False,0.018,Low Risk,0
635,0,38,0,103257.14,1,0,0,158344.63,99131.959,0,0.65,False,False,True,0.407,Medium Risk,0
529,1,27,1,0.0,2,1,1,37769.98,11530.994,2,0.0,True,False,False,0.025,Low Risk,0
625,0,39,2,0.0,2,1,0,100403.05,30520.915,0,0.0,True,False,False,0.131,Low Risk,0
697,1,42,10,0.0,2,1,0,61312.15,20393.645,0,0.0,True,False,False,0.209,Low Risk,0
673,1,25,3,108244.82,2,1,1,103573.96,85794.598,2,1.05,False,True,False,0.112,Low Risk,0
708,0,42,9,176702.36,2,1,1,104804.74,121592.60199999998,2,1.69,False,True,False,0.211,Low Risk,0
697,1,33,1,87347.7,1,1,0,172524.51,95631.203,0,0.51,True,False,False,0.222,Low Risk,0
573,0,26,8,86270.93,2,1,1,90177.3,71788.655,2,0.96,True,False,False,0.079,Low Risk,0
682,0,46,7,128029.72,1,1,1,62615.35,84199.465,1,2.04,False,False,True,0.204,Low Risk,0
647,0,44,4,93960.35,1,1,0,36579.53,58754.034,0,2.57,False,True,False,0.83,Critical Risk,1
797,1,33,10,83555.58,1,0,0,69767.14,64707.932,0,1.2,False,True,False,0.353,Medium Risk,0
651,0,37,9,114453.58,1,0,1,175820.91,111773.063,1,0.65,False,True,False,0.467,Medium Risk,0
501,0,43,6,104533.24,1,0,0,81123.59,77803.697,0,1.29,False,False,True,0.663,High Risk,1
727,1,26,9,121508.28,1,1,1,146785.44,106589.772,1,0.83,True,False,False,0.12,Low Risk,0
683,0,56,7,50911.21,3,0,0,97629.31,56144.398,0,0.52,False,False,True,0.881,Critical Risk,1
770,1,33,6,0.0,2,1,1,126131.9,39039.57,2,0.0,True,False,False,0.024,Low Risk,0
568,1,26,6,0.0,2,0,0,166495.2,51148.560000000005,0,0.0,False,False,True,0.152,Low Risk,0
577,0,48,6,179852.26,1,1,0,193580.32,149200.226,0,0.93,False,False,True,0.499,Medium Risk,0
608,0,34,3,106288.54,1,1,1,36639.25,64736.045,1,2.9,False,True,False,0.306,Medium Risk,0
679,1,28,9,0.0,2,0,1,61761.77,20328.531,2,0.0,False,False,True,0.03,Low Risk,0
544,1,45,6,0.0,2,0,1,151401.33,46620.399,2,0.0,True,False,False,0.176,Low Risk,0
620,0,29,9,0.0,2,1,0,13133.88,5740.164,0,0.0,False,False,True,0.051,Low Risk,0
588,1,30,0,110148.49,1,1,0,5790.9,56811.515,0,19.02,False,True,False,0.577,High Risk,1
757,0,31,1,127320.36,3,1,0,163170.32,112811.276,0,0.78,False,True,False,0.576,High Risk,0
775,0,30,4,0.0,2,0,1,57461.13,18038.339,2,0.0,False,False,True,0.04,Low Risk,0
718,1,44,1,133866.22,1,0,1,139049.24,108847.882,1,0.96,True,False,False,0.365,Medium Risk,0
690,0,35,6,112689.95,1,1,0,176962.31,110633.668,0,0.64,True,False,False,0.257,Low Risk,0
613,1,21,7,105627.95,1,1,1,36560.51,65182.128,1,2.89,True,False,False,0.058,Low Risk,0
699,1,43,3,80764.03,1,1,0,199378.58,100795.589,0,0.41,True,False,False,0.623,High Risk,1
727,0,43,2,97403.18,1,1,1,107415.02,81326.09599999999,1,0.91,False,False,True,0.227,Low Risk,1
850,0,66,4,0.0,2,0,1,64350.8,20105.24,2,0.0,True,False,False,0.048,Low Risk,0
581,0,31,3,0.0,2,0,0,89040.61,27312.183,0,0.0,True,False,False,0.121,Low Risk,0
513,1,42,10,0.0,2,0,1,73151.25,23945.375,2,0.0,False,False,True,0.074,Low Risk,0
620,0,61,5,0.0,1,0,0,31641.52,10492.456,0,0.0,True,False,False,0.915,Critical Risk,1
726,1,38,5,126875.62,1,1,0,128052.29,102853.497,0,0.99,True,False,False,0.341,Medium Risk,0
709,1,34,2,111669.68,1,1,0,57029.66,73343.738,0,1.96,True,False,False,0.3,Medium Risk,0
804,0,24,3,0.0,2,1,0,173195.33,52558.599,0,0.0,True,False,False,0.09,Low Risk,0
850,1,28,9,0.0,2,1,0,185821.41,57546.423,0,0.0,True,False,False,0.076,Low Risk,0
670,1,31,2,57530.06,1,1,1,181893.31,83733.02299999999,1,0.32,True,False,False,0.147,Low Risk,1
841,1,31,3,162701.65,2,1,1,126794.56,119989.193,2,1.28,True,False,False,0.048,Low Risk,0
628,1,45,6,53667.44,1,1,0,115022.94,62540.602,0,0.47,False,True,False,0.653,High Risk,0
675,0,49,8,135133.39,1,0,1,179521.24,123023.067,1,0.75,True,False,False,0.338,Medium Risk,1
567,0,40,7,122265.24,1,1,0,138552.74,104098.442,0,0.88,False,True,False,0.79,Critical Risk,0
672,1,40,3,0.0,1,1,0,113171.61,34551.483,0,0.0,True,False,False,0.579,High Risk,1
581,1,46,1,0.0,2,1,0,104272.04,31481.612,0,0.0,False,False,True,0.299,Low Risk,0
584,1,29,4,0.0,2,1,0,88866.92,27460.076,0,0.0,False,False,True,0.073,Low Risk,0
644,0,28,0,0.0,2,1,0,119419.37,35825.810999999994,0,0.0,False,False,True,0.069,Low Risk,0
661,1,27,3,0.0,2,1,1,76889.79,23666.937,2,0.0,True,False,False,0.034,Low Risk,0
667,1,24,4,0.0,2,0,1,34335.55,11100.665,2,0.0,True,False,False,0.029,Low Risk,0
630,0,30,3,0.0,2,0,1,10486.69,3746.007,2,0.0,False,False,True,0.034,Low Risk,0
656,0,43,7,134919.85,1,1,0,194691.95,127267.51,0,0.69,True,False,False,0.592,High Risk,0
686,1,31,1,0.0,2,1,0,4802.25,1640.675,0,0.0,True,False,False,0.102,Low Risk,0
730,0,38,0,38848.19,2,0,0,94003.11,47625.028000000006,0,0.41,False,True,False,0.266,Low Risk,0
664,0,58,5,98668.18,1,1,1,60887.58,68600.364,1,1.62,True,False,False,0.225,Low Risk,0
616,1,41,1,103560.57,1,1,0,236.45,52051.22,0,437.98,False,True,False,0.641,High Risk,1
718,0,63,7,123204.88,1,1,1,100538.8,93164.08,1,1.23,False,True,False,0.597,High Risk,0
717,0,53,6,0.0,2,0,1,97614.87,30484.461,2,0.0,True,False,False,0.137,Low Risk,0
656,0,35,6,0.0,2,1,0,1485.27,1645.581,0,0.0,True,False,False,0.096,Low Risk,0
687,1,31,2,0.0,2,0,1,145411.39,44023.417,2,0.0,True,False,False,0.065,Low Risk,0
649,1,52,8,49113.75,1,1,0,41858.43,38714.404,0,1.17,True,False,False,0.824,Critical Risk,0
697,1,45,1,0.0,2,1,0,46807.62,14242.286,0,0.0,True,False,False,0.288,Low Risk,1
659,0,36,2,76190.48,2,1,1,149066.14,83215.082,2,0.51,False,True,False,0.085,Low Risk,0
587,0,33,8,148163.57,1,0,0,122925.4,112559.405,0,1.21,True,False,False,0.262,Low Risk,0
613,0,44,3,0.0,2,0,1,136491.72,41547.516,2,0.0,True,False,False,0.162,Low Risk,0
733,0,33,3,0.0,1,1,1,7666.73,2900.019,1,0.0,True,False,False,0.208,Low Risk,0
517,0,46,4,0.0,1,1,0,22372.78,7511.834,0,0.0,False,False,True,0.705,Critical Risk,0
584,1,66,5,0.0,1,1,0,49553.38,15866.014,0,0.0,True,False,False,0.826,Critical Risk,1
728,1,43,5,0.0,1,1,1,120088.17,37026.451,1,0.0,False,False,True,0.305,Medium Risk,0
777,1,34,5,96693.66,1,1,1,172618.52,101132.386,1,0.56,False,True,False,0.24,Low Risk,0
619,1,44,6,52831.13,1,1,1,112649.22,61410.33099999999,1,0.47,False,False,True,0.331,Medium Risk,1
733,0,36,1,0.0,2,0,1,108377.82,32713.346,2,0.0,False,False,True,0.057,Low Risk,0
430,0,31,5,0.0,1,1,0,95655.16,29696.548,0,0.0,True,False,False,0.489,Medium Risk,0
580,0,45,8,103741.14,1,1,0,47428.73,67699.189,0,2.19,False,True,False,0.906,Critical Risk,1
665,0,32,1,132178.67,1,0,0,11865.76,69849.06300000001,0,11.14,False,True,False,0.779,Critical Risk,0
502,0,45,0,0.0,1,0,0,84663.21,25398.963,0,0.0,True,False,False,0.807,Critical Risk,0
585,0,56,4,138227.19,2,1,1,55287.84,86499.947,2,2.5,True,False,False,0.21,Low Risk,0
626,0,44,10,0.0,2,0,0,164287.86,51286.35799999999,0,0.0,True,False,False,0.412,Medium Risk,0
753,1,47,1,131160.85,1,1,0,197444.69,125013.832,0,0.66,False,True,False,0.838,Critical Risk,0
535,1,49,3,0.0,1,0,0,61820.41,19146.123,0,0.0,True,False,False,0.937,Critical Risk,1
751,0,52,8,0.0,2,0,1,179291.85,55387.555,2,0.0,False,False,True,0.175,Low Risk,0
478,1,36,3,92363.3,2,1,0,44912.7,60255.46,0,2.06,False,False,True,0.231,Low Risk,0
643,1,45,4,45144.43,1,1,0,60917.24,41647.387,0,0.74,True,False,False,0.796,Critical Risk,1
743,0,59,5,108585.35,1,1,1,192127.22,112930.841,1,0.57,False,True,False,0.588,High Risk,1
699,0,53,4,0.0,2,0,1,111307.98,34192.394,2,0.0,True,False,False,0.148,Low Risk,0
668,0,46,0,0.0,2,0,0,29388.02,8816.405999999999,0,0.0,True,False,False,0.289,Low Risk,0
500,0,38,7,0.0,2,0,0,192013.23,59003.969000000005,0,0.0,False,False,True,0.211,Low Risk,0
555,1,62,10,114822.64,1,0,1,8444.5,61944.67,1,13.6,False,True,False,0.654,High Risk,0
581,0,50,2,143829.2,2,1,0,181224.24,126681.872,0,0.79,False,True,False,0.716,Critical Risk,1
559,1,42,7,0.0,2,1,1,190040.29,58412.087,2,0.0,True,False,False,0.161,Low Risk,0
514,0,45,1,178827.79,1,1,0,60375.18,107726.449,0,2.96,True,False,False,0.717,Critical Risk,0
521,1,32,2,136555.01,2,1,1,129353.21,107483.468,2,1.06,True,False,False,0.084,Low Risk,0
737,1,39,7,130051.66,2,0,0,55356.39,83032.747,0,2.35,False,False,True,0.29,Low Risk,1
699,0,31,8,125927.51,2,1,0,147661.47,108862.196,0,0.85,False,False,True,0.242,Low Risk,0
737,1,32,7,128551.36,2,0,1,189402.71,122496.493,2,0.68,True,False,False,0.108,Low Risk,0
603,0,24,1,165149.13,2,1,0,21858.28,89332.049,0,7.56,False,False,True,0.255,Low Risk,0
752,0,30,4,81523.38,1,1,1,36885.85,52627.445,1,2.21,False,True,False,0.101,Low Risk,0
524,1,28,7,0.0,2,0,1,147100.72,45530.216,2,0.0,True,False,False,0.021,Low Risk,0
608,1,38,9,102406.76,1,0,1,57600.66,70283.578,1,1.78,False,False,True,0.112,Low Risk,0
603,0,35,6,128993.76,2,1,0,130483.56,104841.948,0,0.99,True,False,False,0.252,Low Risk,0
720,0,52,7,0.0,1,1,1,14781.12,5834.336,1,0.0,True,False,False,0.51,High Risk,0
633,0,29,6,117412.35,1,0,0,30338.94,69007.857,0,3.87,False,True,False,0.771,Critical Risk,0
660,1,28,3,128929.88,1,1,1,198069.71,124485.853,1,0.65,False,False,True,0.135,Low Risk,0
526,1,36,5,91132.18,1,0,0,58111.71,63999.603,0,1.57,False,False,True,0.396,Medium Risk,0
691,1,34,7,0.0,2,0,1,161559.12,49867.736,2,0.0,True,False,False,0.043,Low Risk,0
705,1,56,2,143249.67,1,1,0,88428.41,98553.358,0,1.62,False,True,False,0.904,Critical Risk,1
586,1,33,10,66948.67,2,1,1,140759.03,77702.044,2,0.48,False,False,True,0.077,Low Risk,0
465,1,51,8,122522.32,1,0,0,181297.65,117250.455,0,0.68,True,False,False,0.815,Critical Risk,1
597,0,67,2,0.0,2,0,1,108645.85,32993.755000000005,2,0.0,True,False,False,0.141,Low Risk,0
683,1,43,4,115888.04,1,1,1,117349.19,93948.777,1,0.99,False,True,False,0.64,High Risk,1
794,0,31,0,144880.34,2,0,1,175643.44,125133.202,2,0.82,False,False,True,0.104,Low Risk,0
569,0,41,4,120243.49,1,1,0,163150.03,109866.754,0,0.74,True,False,False,0.523,High Risk,1
565,0,31,2,89558.39,2,1,1,4441.54,46511.657,2,20.16,False,True,False,0.05,Low Risk,0
674,1,26,10,0.0,2,1,1,138423.1,43526.93,2,0.0,True,False,False,0.045,Low Risk,0
850,1,40,7,104449.8,1,1,1,747.88,53849.264,1,139.66,False,True,False,0.498,Medium Risk,0
660,0,35,8,58641.43,1,0,1,198674.08,90522.939,1,0.3,False,True,False,0.321,Medium Risk,0
677,0,56,5,123959.97,1,1,1,60590.72,81157.201,1,2.05,False,False,True,0.225,Low Risk,1
690,0,32,0,106683.52,2,1,1,137916.49,94716.707,2,0.77,False,True,False,0.099,Low Risk,0
755,0,42,2,119919.12,1,1,0,156868.21,107420.023,0,0.76,True,False,False,0.553,High Risk,0
670,0,33,2,141204.65,2,1,0,76257.46,93879.563,0,1.85,True,False,False,0.185,Low Risk,0
713,1,52,0,185891.54,1,1,1,46369.57,106856.641,1,4.01,True,False,False,0.399,Medium Risk,1
628,1,28,3,153538.13,2,1,0,110776.01,110601.868,0,1.39,False,True,False,0.304,Medium Risk,0
738,0,58,2,133745.44,4,1,0,28373.86,75784.878,0,4.71,False,True,False,0.881,Critical Risk,1
813,0,59,2,135078.41,1,1,0,187636.06,124230.023,0,0.72,False,True,False,0.891,Critical Risk,1
560,1,38,5,83714.41,1,1,1,33245.97,52830.996,1,2.52,True,False,False,0.143,Low Risk,0
718,1,37,7,0.0,2,1,1,55100.09,17930.027,2,0.0,True,False,False,0.052,Low Risk,0
687,0,44,8,95368.14,2,1,1,1787.85,49820.425,2,53.34,False,True,False,0.345,Medium Risk,0
576,1,55,6,44582.07,3,0,1,67539.85,43752.990000000005,3,0.66,True,False,False,0.763,Critical Risk,1
528,0,37,6,103772.45,1,1,0,197111.99,112219.822,0,0.53,True,False,False,0.273,Low Risk,0
560,1,44,5,143244.97,1,1,0,98661.27,102220.866,0,1.45,True,False,False,0.611,High Risk,0
628,0,37,0,0.0,2,1,1,171707.93,51512.37899999999,2,0.0,True,False,False,0.059,Low Risk,0
831,0,30,2,0.0,2,0,1,3430.38,1429.114,2,0.0,True,False,False,0.031,Low Risk,0
641,0,31,3,153316.14,1,1,0,59927.99,95236.467,0,2.56,False,False,True,0.346,Medium Risk,0
521,1,49,2,127948.57,1,1,1,182765.14,119203.827,1,0.7,False,True,False,0.71,Critical Risk,0
566,1,40,2,97001.36,2,1,0,154486.01,95246.483,0,0.63,False,True,False,0.503,High Risk,0
673,1,37,8,0.0,2,1,1,183318.79,56595.637,2,0.0,False,False,True,0.051,Low Risk,0
580,1,35,8,0.0,2,0,1,10357.03,4707.109,2,0.0,True,False,False,0.064,Low Risk,0
655,0,27,10,0.0,2,1,0,51620.94,17486.282,0,0.0,True,False,False,0.062,Low Risk,0
565,1,32,9,68067.24,1,1,0,143287.58,78819.894,0,0.48,False,True,False,0.262,Low Risk,0
523,0,63,6,116227.27,1,1,1,119404.63,95135.024,1,0.97,False,True,False,0.592,High Risk,0
